Specimen Collection Date,Age Group,New Confirmed Cases,Cumulative Confirmed Cases,Last Updated at
01-07-20,under 18,13,349,11/27/2020 02:15:01 PM
02-07-20,under 18,6,355,11/27/2020 02:15:01 PM
03-07-20,under 18,12,367,11/27/2020 02:15:01 PM
04-07-20,under 18,0,367,11/27/2020 02:15:01 PM
05-07-20,under 18,5,372,11/27/2020 02:15:01 PM
06-07-20,under 18,5,377,11/27/2020 02:15:01 PM
07-07-20,under 18,5,382,11/27/2020 02:15:01 PM
08-07-20,under 18,7,389,11/27/2020 02:15:01 PM
09-07-20,under 18,11,400,11/27/2020 02:15:01 PM
10-07-20,under 18,17,417,11/27/2020 02:15:01 PM
11-07-20,under 18,7,424,11/27/2020 02:15:01 PM
12-07-20,under 18,6,430,11/27/2020 02:15:01 PM
13-07-20,under 18,25,455,11/27/2020 02:15:01 PM
14-07-20,under 18,22,477,11/27/2020 02:15:01 PM
15-07-20,under 18,28,505,11/27/2020 02:15:01 PM
16-07-20,under 18,17,522,11/27/2020 02:15:01 PM
17-07-20,under 18,22,544,11/27/2020 02:15:01 PM
18-07-20,under 18,15,559,11/27/2020 02:15:01 PM
19-07-20,under 18,7,566,11/27/2020 02:15:01 PM
20-07-20,under 18,16,582,11/27/2020 02:15:01 PM
21-07-20,under 18,18,600,11/27/2020 02:15:01 PM
22-07-20,under 18,12,612,11/27/2020 02:15:01 PM
23-07-20,under 18,13,625,11/27/2020 02:15:01 PM
24-07-20,under 18,9,634,11/27/2020 02:15:01 PM
25-07-20,under 18,13,647,11/27/2020 02:15:01 PM
26-07-20,under 18,7,654,11/27/2020 02:15:01 PM
27-07-20,under 18,13,667,11/27/2020 02:15:01 PM
28-07-20,under 18,9,676,11/27/2020 02:15:01 PM
29-07-20,under 18,13,689,11/27/2020 02:15:01 PM
30-07-20,under 18,19,708,11/27/2020 02:15:01 PM
31-07-20,under 18,10,718,11/27/2020 02:15:01 PM
01-08-20,under 18,8,726,11/27/2020 02:15:01 PM
02-08-20,under 18,13,739,11/27/2020 02:15:01 PM
03-08-20,under 18,9,748,11/27/2020 02:15:01 PM
04-08-20,under 18,17,765,11/27/2020 02:15:01 PM
05-08-20,under 18,18,783,11/27/2020 02:15:01 PM
06-08-20,under 18,13,796,11/27/2020 02:15:01 PM
07-08-20,under 18,23,819,11/27/2020 02:15:01 PM
08-08-20,under 18,9,828,11/27/2020 02:15:01 PM
09-08-20,under 18,9,837,11/27/2020 02:15:01 PM
10-08-20,under 18,15,852,11/27/2020 02:15:01 PM
11-08-20,under 18,18,870,11/27/2020 02:15:01 PM
12-08-20,under 18,17,887,11/27/2020 02:15:01 PM
13-08-20,under 18,19,906,11/27/2020 02:15:01 PM
14-08-20,under 18,15,921,11/27/2020 02:15:01 PM
15-08-20,under 18,9,930,11/27/2020 02:15:01 PM
16-08-20,under 18,6,936,11/27/2020 02:15:01 PM
17-08-20,under 18,11,947,11/27/2020 02:15:01 PM
18-08-20,under 18,10,957,11/27/2020 02:15:01 PM
19-08-20,under 18,29,986,11/27/2020 02:15:01 PM
20-08-20,under 18,10,996,11/27/2020 02:15:01 PM
21-08-20,under 18,15,1011,11/27/2020 02:15:01 PM
22-08-20,under 18,7,1018,11/27/2020 02:15:01 PM
23-08-20,under 18,8,1026,11/27/2020 02:15:01 PM
24-08-20,under 18,13,1039,11/27/2020 02:15:01 PM
25-08-20,under 18,16,1055,11/27/2020 02:15:01 PM
26-08-20,under 18,20,1075,11/27/2020 02:15:01 PM
27-08-20,under 18,16,1091,11/27/2020 02:15:01 PM
28-08-20,under 18,13,1104,11/27/2020 02:15:01 PM
29-08-20,under 18,5,1109,11/27/2020 02:15:01 PM
30-08-20,under 18,3,1112,11/27/2020 02:15:01 PM
31-08-20,under 18,8,1120,11/27/2020 02:15:01 PM
01-09-20,under 18,11,1131,11/27/2020 02:15:01 PM
02-09-20,under 18,12,1143,11/27/2020 02:15:01 PM
03-09-20,under 18,14,1157,11/27/2020 02:15:01 PM
04-09-20,under 18,13,1170,11/27/2020 02:15:01 PM
05-09-20,under 18,5,1175,11/27/2020 02:15:01 PM
06-09-20,under 18,2,1177,11/27/2020 02:15:01 PM
07-09-20,under 18,2,1179,11/27/2020 02:15:01 PM
08-09-20,under 18,9,1188,11/27/2020 02:15:01 PM
09-09-20,under 18,7,1195,11/27/2020 02:15:01 PM
10-09-20,under 18,4,1199,11/27/2020 02:15:01 PM
11-09-20,under 18,11,1210,11/27/2020 02:15:01 PM
12-09-20,under 18,7,1217,11/27/2020 02:15:01 PM
13-09-20,under 18,0,1217,11/27/2020 02:15:01 PM
14-09-20,under 18,15,1232,11/27/2020 02:15:01 PM
15-09-20,under 18,10,1242,11/27/2020 02:15:01 PM
16-09-20,under 18,12,1254,11/27/2020 02:15:01 PM
17-09-20,under 18,3,1257,11/27/2020 02:15:01 PM
18-09-20,under 18,11,1268,11/27/2020 02:15:01 PM
19-09-20,under 18,6,1274,11/27/2020 02:15:01 PM
20-09-20,under 18,1,1275,11/27/2020 02:15:01 PM
21-09-20,under 18,4,1279,11/27/2020 02:15:01 PM
22-09-20,under 18,3,1282,11/27/2020 02:15:01 PM
23-09-20,under 18,10,1292,11/27/2020 02:15:01 PM
24-09-20,under 18,16,1308,11/27/2020 02:15:01 PM
25-09-20,under 18,7,1315,11/27/2020 02:15:01 PM
26-09-20,under 18,3,1318,11/27/2020 02:15:01 PM
27-09-20,under 18,5,1323,11/27/2020 02:15:01 PM
28-09-20,under 18,7,1330,11/27/2020 02:15:01 PM
29-09-20,under 18,2,1332,11/27/2020 02:15:01 PM
30-09-20,under 18,8,1340,11/27/2020 02:15:01 PM
01-10-20,under 18,6,1346,11/27/2020 02:15:01 PM
02-10-20,under 18,2,1348,11/27/2020 02:15:01 PM
03-10-20,under 18,1,1349,11/27/2020 02:15:01 PM
04-10-20,under 18,0,1349,11/27/2020 02:15:01 PM
05-10-20,under 18,5,1354,11/27/2020 02:15:01 PM
06-10-20,under 18,5,1359,11/27/2020 02:15:01 PM
07-10-20,under 18,5,1364,11/27/2020 02:15:01 PM
08-10-20,under 18,3,1367,11/27/2020 02:15:01 PM
09-10-20,under 18,1,1368,11/27/2020 02:15:01 PM
10-10-20,under 18,2,1370,11/27/2020 02:15:01 PM
11-10-20,under 18,1,1371,11/27/2020 02:15:01 PM
12-10-20,under 18,5,1376,11/27/2020 02:15:01 PM
13-10-20,under 18,13,1389,11/27/2020 02:15:01 PM
14-10-20,under 18,6,1395,11/27/2020 02:15:01 PM
15-10-20,under 18,5,1400,11/27/2020 02:15:01 PM
16-10-20,under 18,1,1401,11/27/2020 02:15:01 PM
17-10-20,under 18,1,1402,11/27/2020 02:15:01 PM
18-10-20,under 18,0,1402,11/27/2020 02:15:01 PM
19-10-20,under 18,3,1405,11/27/2020 02:15:01 PM
20-10-20,under 18,4,1409,11/27/2020 02:15:01 PM
21-10-20,under 18,5,1414,11/27/2020 02:15:01 PM
22-10-20,under 18,6,1420,11/27/2020 02:15:01 PM
23-10-20,under 18,6,1426,11/27/2020 02:15:01 PM
24-10-20,under 18,5,1431,11/27/2020 02:15:01 PM
25-10-20,under 18,3,1434,11/27/2020 02:15:01 PM
26-10-20,under 18,3,1437,11/27/2020 02:15:01 PM
27-10-20,under 18,10,1447,11/27/2020 02:15:01 PM
28-10-20,under 18,11,1458,11/27/2020 02:15:01 PM
29-10-20,under 18,1,1459,11/27/2020 02:15:01 PM
30-10-20,under 18,7,1466,11/27/2020 02:15:01 PM
31-10-20,under 18,2,1468,11/27/2020 02:15:01 PM
01-11-20,under 18,4,1472,11/27/2020 02:15:01 PM
02-11-20,under 18,10,1482,11/27/2020 02:15:01 PM
03-11-20,under 18,11,1493,11/27/2020 02:15:01 PM
04-11-20,under 18,6,1499,11/27/2020 02:15:01 PM
05-11-20,under 18,12,1511,11/27/2020 02:15:01 PM
06-11-20,under 18,10,1521,11/27/2020 02:15:01 PM
07-11-20,under 18,6,1527,11/27/2020 02:15:01 PM
08-11-20,under 18,0,1527,11/27/2020 02:15:01 PM
09-11-20,under 18,12,1539,11/27/2020 02:15:01 PM
10-11-20,under 18,11,1550,11/27/2020 02:15:01 PM
11-11-20,under 18,9,1559,11/27/2020 02:15:01 PM
12-11-20,under 18,5,1564,11/27/2020 02:15:01 PM
13-11-20,under 18,18,1582,11/27/2020 02:15:01 PM
14-11-20,under 18,8,1590,11/27/2020 02:15:01 PM
15-11-20,under 18,9,1599,11/27/2020 02:15:01 PM
16-11-20,under 18,18,1617,11/27/2020 02:15:01 PM
17-11-20,under 18,16,1633,11/27/2020 02:15:01 PM
18-11-20,under 18,14,1647,11/27/2020 02:15:01 PM
19-11-20,under 18,16,1663,11/27/2020 02:15:01 PM
20-11-20,under 18,21,1684,11/27/2020 02:15:01 PM
21-11-20,under 18,6,1690,11/27/2020 02:15:01 PM
22-11-20,under 18,2,1692,11/27/2020 02:15:01 PM
23-11-20,under 18,17,1709,11/27/2020 02:15:01 PM
24-11-20,under 18,8,1717,11/27/2020 02:15:01 PM
25-11-20,under 18,11,1728,11/27/2020 02:15:01 PM
26-11-20,under 18,0,1728,11/27/2020 02:15:01 PM
10-03-20,41-50,2,6,11/27/2020 02:15:01 PM
11-03-20,41-50,2,8,11/27/2020 02:15:01 PM
12-03-20,41-50,2,10,11/27/2020 02:15:01 PM
13-03-20,41-50,4,14,11/27/2020 02:15:01 PM
14-03-20,41-50,1,15,11/27/2020 02:15:01 PM
15-03-20,41-50,0,15,11/27/2020 02:15:01 PM
16-03-20,41-50,10,25,11/27/2020 02:15:01 PM
17-03-20,41-50,3,28,11/27/2020 02:15:01 PM
18-03-20,41-50,4,32,11/27/2020 02:15:01 PM
19-03-20,41-50,4,36,11/27/2020 02:15:01 PM
20-03-20,41-50,8,44,11/27/2020 02:15:01 PM
21-03-20,41-50,1,45,11/27/2020 02:15:01 PM
22-03-20,41-50,6,51,11/27/2020 02:15:01 PM
23-03-20,41-50,4,55,11/27/2020 02:15:01 PM
24-03-20,41-50,6,61,11/27/2020 02:15:01 PM
25-03-20,41-50,9,70,11/27/2020 02:15:01 PM
26-03-20,41-50,5,75,11/27/2020 02:15:01 PM
27-03-20,41-50,9,84,11/27/2020 02:15:01 PM
28-03-20,41-50,1,85,11/27/2020 02:15:01 PM
29-03-20,41-50,2,87,11/27/2020 02:15:01 PM
30-03-20,41-50,10,97,11/27/2020 02:15:01 PM
31-03-20,41-50,12,109,11/27/2020 02:15:01 PM
01-04-20,41-50,7,116,11/27/2020 02:15:01 PM
02-04-20,41-50,4,120,11/27/2020 02:15:01 PM
03-04-20,41-50,3,123,11/27/2020 02:15:01 PM
04-04-20,41-50,5,128,11/27/2020 02:15:01 PM
05-04-20,41-50,3,131,11/27/2020 02:15:01 PM
06-04-20,41-50,11,142,11/27/2020 02:15:01 PM
07-04-20,41-50,12,154,11/27/2020 02:15:01 PM
08-04-20,41-50,15,169,11/27/2020 02:15:01 PM
09-04-20,41-50,20,189,11/27/2020 02:15:01 PM
10-04-20,41-50,5,194,11/27/2020 02:15:01 PM
11-04-20,41-50,1,195,11/27/2020 02:15:01 PM
12-04-20,41-50,0,195,11/27/2020 02:15:01 PM
13-04-20,41-50,6,201,11/27/2020 02:15:01 PM
14-04-20,41-50,11,212,11/27/2020 02:15:01 PM
15-04-20,41-50,7,219,11/27/2020 02:15:01 PM
16-04-20,41-50,5,224,11/27/2020 02:15:01 PM
17-04-20,41-50,8,232,11/27/2020 02:15:01 PM
18-04-20,41-50,4,236,11/27/2020 02:15:01 PM
19-04-20,41-50,7,243,11/27/2020 02:15:01 PM
20-04-20,41-50,8,251,11/27/2020 02:15:01 PM
21-04-20,41-50,7,258,11/27/2020 02:15:01 PM
22-04-20,41-50,5,263,11/27/2020 02:15:01 PM
23-04-20,41-50,4,267,11/27/2020 02:15:01 PM
24-04-20,41-50,3,270,11/27/2020 02:15:01 PM
25-04-20,41-50,13,283,11/27/2020 02:15:01 PM
26-04-20,41-50,5,288,11/27/2020 02:15:01 PM
27-04-20,41-50,5,293,11/27/2020 02:15:01 PM
28-04-20,41-50,10,303,11/27/2020 02:15:01 PM
29-04-20,41-50,7,310,11/27/2020 02:15:01 PM
30-04-20,41-50,5,315,11/27/2020 02:15:01 PM
01-05-20,41-50,8,323,11/27/2020 02:15:01 PM
02-05-20,41-50,4,327,11/27/2020 02:15:01 PM
03-05-20,41-50,2,329,11/27/2020 02:15:01 PM
04-05-20,41-50,16,345,11/27/2020 02:15:01 PM
05-05-20,41-50,14,359,11/27/2020 02:15:01 PM
06-05-20,41-50,7,366,11/27/2020 02:15:01 PM
07-05-20,41-50,6,372,11/27/2020 02:15:01 PM
08-05-20,41-50,7,379,11/27/2020 02:15:01 PM
09-05-20,41-50,0,379,11/27/2020 02:15:01 PM
10-05-20,41-50,1,380,11/27/2020 02:15:01 PM
11-05-20,41-50,4,384,11/27/2020 02:15:01 PM
12-05-20,41-50,6,390,11/27/2020 02:15:01 PM
13-05-20,41-50,9,399,11/27/2020 02:15:01 PM
14-05-20,41-50,4,403,11/27/2020 02:15:01 PM
15-05-20,41-50,6,409,11/27/2020 02:15:01 PM
16-05-20,41-50,1,410,11/27/2020 02:15:01 PM
17-05-20,41-50,0,410,11/27/2020 02:15:01 PM
18-05-20,41-50,6,416,11/27/2020 02:15:01 PM
19-05-20,41-50,6,422,11/27/2020 02:15:01 PM
20-05-20,41-50,12,434,11/27/2020 02:15:01 PM
21-05-20,41-50,4,438,11/27/2020 02:15:01 PM
22-05-20,41-50,5,443,11/27/2020 02:15:01 PM
23-05-20,41-50,1,444,11/27/2020 02:15:01 PM
24-05-20,41-50,2,446,11/27/2020 02:15:01 PM
25-05-20,41-50,2,448,11/27/2020 02:15:01 PM
26-05-20,41-50,5,453,11/27/2020 02:15:01 PM
27-05-20,41-50,2,455,11/27/2020 02:15:01 PM
28-05-20,41-50,3,458,11/27/2020 02:15:01 PM
29-05-20,41-50,6,464,11/27/2020 02:15:01 PM
30-05-20,41-50,3,467,11/27/2020 02:15:01 PM
31-05-20,41-50,4,471,11/27/2020 02:15:01 PM
01-06-20,41-50,8,479,11/27/2020 02:15:01 PM
02-06-20,41-50,9,488,11/27/2020 02:15:01 PM
03-06-20,41-50,2,490,11/27/2020 02:15:01 PM
04-06-20,41-50,2,492,11/27/2020 02:15:01 PM
05-06-20,41-50,3,495,11/27/2020 02:15:01 PM
06-06-20,41-50,6,501,11/27/2020 02:15:01 PM
07-06-20,41-50,5,506,11/27/2020 02:15:01 PM
08-06-20,41-50,6,512,11/27/2020 02:15:01 PM
09-06-20,41-50,8,520,11/27/2020 02:15:01 PM
10-06-20,41-50,7,527,11/27/2020 02:15:01 PM
11-06-20,41-50,4,531,11/27/2020 02:15:01 PM
12-06-20,41-50,6,537,11/27/2020 02:15:01 PM
13-06-20,41-50,4,541,11/27/2020 02:15:01 PM
14-06-20,41-50,3,544,11/27/2020 02:15:01 PM
15-06-20,41-50,5,549,11/27/2020 02:15:01 PM
16-06-20,41-50,9,558,11/27/2020 02:15:01 PM
17-06-20,41-50,7,565,11/27/2020 02:15:01 PM
18-06-20,41-50,9,574,11/27/2020 02:15:01 PM
19-06-20,41-50,6,580,11/27/2020 02:15:01 PM
20-06-20,41-50,8,588,11/27/2020 02:15:01 PM
21-06-20,41-50,6,594,11/27/2020 02:15:01 PM
22-06-20,41-50,15,609,11/27/2020 02:15:01 PM
23-06-20,41-50,15,624,11/27/2020 02:15:01 PM
24-06-20,41-50,10,634,11/27/2020 02:15:01 PM
25-06-20,41-50,4,638,11/27/2020 02:15:01 PM
26-06-20,41-50,5,643,11/27/2020 02:15:01 PM
27-06-20,41-50,4,647,11/27/2020 02:15:01 PM
28-06-20,41-50,3,650,11/27/2020 02:15:01 PM
29-06-20,41-50,14,664,11/27/2020 02:15:01 PM
30-06-20,41-50,13,677,11/27/2020 02:15:01 PM
01-07-20,41-50,8,685,11/27/2020 02:15:01 PM
02-07-20,41-50,15,700,11/27/2020 02:15:01 PM
03-07-20,41-50,23,723,11/27/2020 02:15:01 PM
04-07-20,41-50,0,723,11/27/2020 02:15:01 PM
05-07-20,41-50,8,731,11/27/2020 02:15:01 PM
06-07-20,41-50,15,746,11/27/2020 02:15:01 PM
07-07-20,41-50,13,759,11/27/2020 02:15:01 PM
08-07-20,41-50,16,775,11/27/2020 02:15:01 PM
09-07-20,41-50,9,784,11/27/2020 02:15:01 PM
10-07-20,41-50,24,808,11/27/2020 02:15:01 PM
11-07-20,41-50,12,820,11/27/2020 02:15:01 PM
12-07-20,41-50,13,833,11/27/2020 02:15:01 PM
13-07-20,41-50,19,852,11/27/2020 02:15:01 PM
14-07-20,41-50,23,875,11/27/2020 02:15:01 PM
15-07-20,41-50,20,895,11/27/2020 02:15:01 PM
16-07-20,41-50,31,926,11/27/2020 02:15:01 PM
17-07-20,41-50,23,949,11/27/2020 02:15:01 PM
18-07-20,41-50,8,957,11/27/2020 02:15:01 PM
19-07-20,41-50,17,974,11/27/2020 02:15:01 PM
20-07-20,41-50,25,999,11/27/2020 02:15:01 PM
21-07-20,41-50,21,1020,11/27/2020 02:15:01 PM
22-07-20,41-50,21,1041,11/27/2020 02:15:01 PM
23-07-20,41-50,22,1063,11/27/2020 02:15:01 PM
24-07-20,41-50,26,1089,11/27/2020 02:15:01 PM
25-07-20,41-50,12,1101,11/27/2020 02:15:01 PM
26-07-20,41-50,6,1107,11/27/2020 02:15:01 PM
27-07-20,41-50,13,1120,11/27/2020 02:15:01 PM
28-07-20,41-50,15,1135,11/27/2020 02:15:01 PM
29-07-20,41-50,23,1158,11/27/2020 02:15:01 PM
30-07-20,41-50,23,1181,11/27/2020 02:15:01 PM
31-07-20,41-50,19,1200,11/27/2020 02:15:01 PM
01-08-20,41-50,8,1208,11/27/2020 02:15:01 PM
02-08-20,41-50,3,1211,11/27/2020 02:15:01 PM
03-08-20,41-50,12,1223,11/27/2020 02:15:01 PM
04-08-20,41-50,13,1236,11/27/2020 02:15:01 PM
05-08-20,41-50,21,1257,11/27/2020 02:15:01 PM
06-08-20,41-50,16,1273,11/27/2020 02:15:01 PM
07-08-20,41-50,27,1300,11/27/2020 02:15:01 PM
08-08-20,41-50,13,1313,11/27/2020 02:15:01 PM
09-08-20,41-50,8,1321,11/27/2020 02:15:01 PM
10-08-20,41-50,11,1332,11/27/2020 02:15:01 PM
11-08-20,41-50,19,1351,11/27/2020 02:15:01 PM
12-08-20,41-50,20,1371,11/27/2020 02:15:01 PM
13-08-20,41-50,22,1393,11/27/2020 02:15:01 PM
14-08-20,41-50,20,1413,11/27/2020 02:15:01 PM
15-08-20,41-50,8,1421,11/27/2020 02:15:01 PM
16-08-20,41-50,4,1425,11/27/2020 02:15:01 PM
17-08-20,41-50,12,1437,11/27/2020 02:15:01 PM
18-08-20,41-50,13,1450,11/27/2020 02:15:01 PM
19-08-20,41-50,10,1460,11/27/2020 02:15:01 PM
20-08-20,41-50,16,1476,11/27/2020 02:15:01 PM
21-08-20,41-50,7,1483,11/27/2020 02:15:01 PM
22-08-20,41-50,6,1489,11/27/2020 02:15:01 PM
23-08-20,41-50,5,1494,11/27/2020 02:15:01 PM
24-08-20,41-50,13,1507,11/27/2020 02:15:01 PM
25-08-20,41-50,11,1518,11/27/2020 02:15:01 PM
26-08-20,41-50,8,1526,11/27/2020 02:15:01 PM
27-08-20,41-50,15,1541,11/27/2020 02:15:01 PM
28-08-20,41-50,6,1547,11/27/2020 02:15:01 PM
29-08-20,41-50,7,1554,11/27/2020 02:15:01 PM
30-08-20,41-50,1,1555,11/27/2020 02:15:01 PM
31-08-20,41-50,14,1569,11/27/2020 02:15:01 PM
01-09-20,41-50,11,1580,11/27/2020 02:15:01 PM
02-09-20,41-50,11,1591,11/27/2020 02:15:01 PM
03-09-20,41-50,14,1605,11/27/2020 02:15:01 PM
04-09-20,41-50,10,1615,11/27/2020 02:15:01 PM
05-09-20,41-50,2,1617,11/27/2020 02:15:01 PM
06-09-20,41-50,2,1619,11/27/2020 02:15:01 PM
07-09-20,41-50,4,1623,11/27/2020 02:15:01 PM
08-09-20,41-50,13,1636,11/27/2020 02:15:01 PM
09-09-20,41-50,13,1649,11/27/2020 02:15:01 PM
10-09-20,41-50,9,1658,11/27/2020 02:15:01 PM
11-09-20,41-50,14,1672,11/27/2020 02:15:01 PM
12-09-20,41-50,1,1673,11/27/2020 02:15:01 PM
13-09-20,41-50,3,1676,11/27/2020 02:15:01 PM
14-09-20,41-50,14,1690,11/27/2020 02:15:01 PM
15-09-20,41-50,12,1702,11/27/2020 02:15:01 PM
16-09-20,41-50,15,1717,11/27/2020 02:15:01 PM
17-09-20,41-50,11,1728,11/27/2020 02:15:01 PM
18-09-20,41-50,11,1739,11/27/2020 02:15:01 PM
19-09-20,41-50,6,1745,11/27/2020 02:15:01 PM
20-09-20,41-50,3,1748,11/27/2020 02:15:01 PM
21-09-20,41-50,9,1757,11/27/2020 02:15:01 PM
22-09-20,41-50,5,1762,11/27/2020 02:15:01 PM
23-09-20,41-50,13,1775,11/27/2020 02:15:01 PM
24-09-20,41-50,11,1786,11/27/2020 02:15:01 PM
25-09-20,41-50,13,1799,11/27/2020 02:15:01 PM
26-09-20,41-50,5,1804,11/27/2020 02:15:01 PM
27-09-20,41-50,3,1807,11/27/2020 02:15:01 PM
28-09-20,41-50,8,1815,11/27/2020 02:15:01 PM
29-09-20,41-50,6,1821,11/27/2020 02:15:01 PM
30-09-20,41-50,2,1823,11/27/2020 02:15:01 PM
01-10-20,41-50,3,1826,11/27/2020 02:15:01 PM
02-10-20,41-50,4,1830,11/27/2020 02:15:01 PM
03-10-20,41-50,2,1832,11/27/2020 02:15:01 PM
04-10-20,41-50,3,1835,11/27/2020 02:15:01 PM
05-10-20,41-50,3,1838,11/27/2020 02:15:01 PM
06-10-20,41-50,3,1841,11/27/2020 02:15:01 PM
07-10-20,41-50,5,1846,11/27/2020 02:15:01 PM
08-10-20,41-50,9,1855,11/27/2020 02:15:01 PM
09-10-20,41-50,8,1863,11/27/2020 02:15:01 PM
10-10-20,41-50,2,1865,11/27/2020 02:15:01 PM
11-10-20,41-50,3,1868,11/27/2020 02:15:01 PM
12-10-20,41-50,4,1872,11/27/2020 02:15:01 PM
13-10-20,41-50,5,1877,11/27/2020 02:15:01 PM
14-10-20,41-50,7,1884,11/27/2020 02:15:01 PM
15-10-20,41-50,5,1889,11/27/2020 02:15:01 PM
16-10-20,41-50,6,1895,11/27/2020 02:15:01 PM
17-10-20,41-50,4,1899,11/27/2020 02:15:01 PM
18-10-20,41-50,2,1901,11/27/2020 02:15:01 PM
19-10-20,41-50,1,1902,11/27/2020 02:15:01 PM
20-10-20,41-50,5,1907,11/27/2020 02:15:01 PM
21-10-20,41-50,3,1910,11/27/2020 02:15:01 PM
22-10-20,41-50,9,1919,11/27/2020 02:15:01 PM
23-10-20,41-50,8,1927,11/27/2020 02:15:01 PM
24-10-20,41-50,6,1933,11/27/2020 02:15:01 PM
25-10-20,41-50,2,1935,11/27/2020 02:15:01 PM
26-10-20,41-50,4,1939,11/27/2020 02:15:01 PM
27-10-20,41-50,7,1946,11/27/2020 02:15:01 PM
28-10-20,41-50,5,1951,11/27/2020 02:15:01 PM
29-10-20,41-50,9,1960,11/27/2020 02:15:01 PM
30-10-20,41-50,7,1967,11/27/2020 02:15:01 PM
31-10-20,41-50,4,1971,11/27/2020 02:15:01 PM
01-11-20,41-50,7,1978,11/27/2020 02:15:01 PM
02-11-20,41-50,15,1993,11/27/2020 02:15:01 PM
03-11-20,41-50,17,2010,11/27/2020 02:15:01 PM
04-11-20,41-50,15,2025,11/27/2020 02:15:01 PM
05-11-20,41-50,19,2044,11/27/2020 02:15:01 PM
06-11-20,41-50,12,2056,11/27/2020 02:15:01 PM
07-11-20,41-50,10,2066,11/27/2020 02:15:01 PM
08-11-20,41-50,1,2067,11/27/2020 02:15:01 PM
09-11-20,41-50,16,2083,11/27/2020 02:15:01 PM
10-11-20,41-50,19,2102,11/27/2020 02:15:01 PM
11-11-20,41-50,12,2114,11/27/2020 02:15:01 PM
12-11-20,41-50,22,2136,11/27/2020 02:15:01 PM
13-11-20,41-50,15,2151,11/27/2020 02:15:01 PM
14-11-20,41-50,10,2161,11/27/2020 02:15:01 PM
15-11-20,41-50,14,2175,11/27/2020 02:15:01 PM
16-11-20,41-50,21,2196,11/27/2020 02:15:01 PM
17-11-20,41-50,16,2212,11/27/2020 02:15:01 PM
18-11-20,41-50,20,2232,11/27/2020 02:15:01 PM
19-11-20,41-50,18,2250,11/27/2020 02:15:01 PM
20-11-20,41-50,24,2274,11/27/2020 02:15:01 PM
21-11-20,41-50,17,2291,11/27/2020 02:15:01 PM
22-11-20,41-50,11,2302,11/27/2020 02:15:01 PM
23-11-20,41-50,28,2330,11/27/2020 02:15:01 PM
24-11-20,41-50,14,2344,11/27/2020 02:15:01 PM
25-11-20,41-50,10,2354,11/27/2020 02:15:01 PM
26-11-20,41-50,0,2354,11/27/2020 02:15:01 PM
16-03-20,61-70,4,7,11/27/2020 02:15:01 PM
17-03-20,61-70,1,8,11/27/2020 02:15:01 PM
18-03-20,61-70,1,9,11/27/2020 02:15:01 PM
19-03-20,61-70,1,10,11/27/2020 02:15:01 PM
20-03-20,61-70,6,16,11/27/2020 02:15:01 PM
21-03-20,61-70,1,17,11/27/2020 02:15:01 PM
22-03-20,61-70,3,20,11/27/2020 02:15:01 PM
23-03-20,61-70,3,23,11/27/2020 02:15:01 PM
24-03-20,61-70,4,27,11/27/2020 02:15:01 PM
25-03-20,61-70,8,35,11/27/2020 02:15:01 PM
26-03-20,61-70,6,41,11/27/2020 02:15:01 PM
27-03-20,61-70,5,46,11/27/2020 02:15:01 PM
28-03-20,61-70,3,49,11/27/2020 02:15:01 PM
29-03-20,61-70,1,50,11/27/2020 02:15:01 PM
30-03-20,61-70,8,58,11/27/2020 02:15:01 PM
31-03-20,61-70,6,64,11/27/2020 02:15:01 PM
01-04-20,61-70,4,68,11/27/2020 02:15:01 PM
02-04-20,61-70,4,72,11/27/2020 02:15:01 PM
03-04-20,61-70,3,75,11/27/2020 02:15:01 PM
04-04-20,61-70,0,75,11/27/2020 02:15:01 PM
05-04-20,61-70,4,79,11/27/2020 02:15:01 PM
06-04-20,61-70,8,87,11/27/2020 02:15:01 PM
07-04-20,61-70,4,91,11/27/2020 02:15:01 PM
08-04-20,61-70,8,99,11/27/2020 02:15:01 PM
09-04-20,61-70,11,110,11/27/2020 02:15:01 PM
10-04-20,61-70,3,113,11/27/2020 02:15:01 PM
11-04-20,61-70,3,116,11/27/2020 02:15:01 PM
12-04-20,61-70,1,117,11/27/2020 02:15:01 PM
13-04-20,61-70,6,123,11/27/2020 02:15:01 PM
14-04-20,61-70,6,129,11/27/2020 02:15:01 PM
15-04-20,61-70,8,137,11/27/2020 02:15:01 PM
16-04-20,61-70,2,139,11/27/2020 02:15:01 PM
17-04-20,61-70,3,142,11/27/2020 02:15:01 PM
18-04-20,61-70,1,143,11/27/2020 02:15:01 PM
19-04-20,61-70,6,149,11/27/2020 02:15:01 PM
20-04-20,61-70,4,153,11/27/2020 02:15:01 PM
21-04-20,61-70,4,157,11/27/2020 02:15:01 PM
22-04-20,61-70,7,164,11/27/2020 02:15:01 PM
23-04-20,61-70,8,172,11/27/2020 02:15:01 PM
24-04-20,61-70,2,174,11/27/2020 02:15:01 PM
25-04-20,61-70,3,177,11/27/2020 02:15:01 PM
26-04-20,61-70,2,179,11/27/2020 02:15:01 PM
27-04-20,61-70,3,182,11/27/2020 02:15:01 PM
28-04-20,61-70,2,184,11/27/2020 02:15:01 PM
29-04-20,61-70,7,191,11/27/2020 02:15:01 PM
30-04-20,61-70,4,195,11/27/2020 02:15:01 PM
